,no,store,sido_gungu,store_address,store_phone
974,010-015,대관령,강원 평창군,강원 평창군 횡계리 354-8,033-333-1991
975,010-015,진부,강원 평창군,강원 평창군 진부면 하진부리 152-23,033-336-1991
976,010-015,휘닉스봉평,강원 평창군,강원 평창군 봉평면 무이리 709,033-333-9944
977,010-016,홍천,강원 홍천군,강원 홍천군 홍천읍 신장대리 8-9,033-435-9996
978,010-017,사창,강원 화천군,강원 화천군 사내면 사창리 457-12,033-441-1991
979,010-017,화천,강원 화천군,강원 화천군 화천읍 하리 44-46,033-442-9995~6
980,010-018,횡성,강원 횡성군,강원 횡성군 횡성읍 읍하리 107-48,033-344-1030
981,011-002,단양,충북 단양군,충북 단양군 단양읍 도전리 523,043-421-1997
982,011-003,보은,충북 보은군,충북 보은군 보은읍 삼산리 153-2,043-542-0036
983,011-005,충북옥천,충북 옥천군,충북 옥천군 옥천읍 장야리 289,043-938-9810
984,011-006,금왕,충북 음성군,충북 음성군 금왕군 무극리 629,043-883-8292
985,011-006,대소,충북 음성군,충북 음성군 대소면 삼정리 611-41,043-883-7272
986,011-006,음성,충북 음성군,충북 음성군 음성읍 읍내리 354-3,043-873-9292
987,011-006,음성혁신도시,충북 음성군,충북 음성군 맹동면 두성리 1251,043-877-9992
988,011-006,장호원감곡,충북 음성군,충북 음성군 감곡면 왕장리 523-8,043-883-9277
989,011-007,강제,충북 제천시,충북 제천시 강제동 832,043-653-1991
990,011-007,명동,충북 제천시,충북 제천시 제천시 하소동 56-7,043-648-9983
991,011-007,신백,충북 제천시,충북 제천시 신백동 214-7,043-652-9912~3
992,011-007,왕암,충북 제천시,충북 제천시 왕암동 798,043-648-9922
993,011-007,장락,충북 제천시,충북 제천시 장락동 542-7,043-642-9901~2
994,011-007,청전,충북 제천시,충북 제천시 의림동 7-26,043-652-0097
995,011-008,증평,충북 증평군,충북 증평군 증평읍 초중리 8-1,043-838-2245
996,011-009,광혜원,충북 진천군,충북 진천군 광혜원면 광혜원리 503-7,043-535-5292
997,011-009,덕산,충북 진천군,충북 진천군 덕산읍 용몽리 85,043-533-1992
998,011-009,진천(충북),충북 진천군,충북 진천군 진천읍 남산8길 10-3,043-534-9024
999,011-010,오창산업단지,충북 청원군,충북 청원군 오창읍 주성리 602,043-217-1990
1000,011-010,청주옥산,충북 청원군,충북 청원군 옥산면 가락리 산 68-8,043-274-1992
1001,011-011,금천광장,충북 청주시,충북 청주시 상당구 용담동 395,043-292-8383
1002,011-011,동남지구,충북 청주시,충북 청주시 상당구 용암동 3034,043-288-1991
1003,011-011,용암1호,충북 청주시,충북 청주시 상당구 용암동 2574,043-295-1999
1004,011-011,용암2호,충북 청주시,충북 청주시 상당구 용암동 1780,043-293-1991
1005,011-011,우암동,충북 청주시,충북 청주시 상당구 우암동 123-81,043-252-9944
1006,011-012,분평,충북 청주시,충북 청주시 서원구 분평동 1234,"043-298-4414,4415"
1007,011-013,가경2호,충북 청주시,충북 청주시 흥덕구 개신동 691,043-233-9949
1008,011-013,강서,충북 청주시,충북 청주시 흥덕구 가경동 1849,043-233-1993
1009,011-013,복대1호,충북 청주시,충북 청주시 흥덕구 복대동 1652,043-273-9989
1010,011-013,봉명1호,충북 청주시,충북 청주시 흥덕구 봉명동 2844-3,"043-272-9939,9989"
1011,011-013,사직1호(청주),충북 청주시,충북 청주시 흥덕구 사직2동 595-12,043-262-0507~6
1012,011-013,산남성화,충북 청주시,충북 청주시 흥덕구 성화동 886번지 101호,043-239-9942
1013,011-013,오송,충북 청주시,충북 청주시 흥덕구 오송읍 호송읍 만수리 521,043-236-1992
1014,011-013,운천신봉,충북 청주시,충북 청주시 흥덕구 운천동 1366,043-265-6555
1015,011-013,하복대,충북 청주시,충북 청주시 흥덕구 복대동 2960,043-236-9994
1016,011-014,오창1호,충북 청주시,충북 청주시 청원구 오창읍 각리 652-7,043-217-9982
1017,011-015,갱고개,충북 충주시,충북 충주시 교현동 442-6,043-842-9929
1018,011-015,봉방문화교현,충북 충주시,충북 충주시 교현동 634-17,043-857-9982~3
1019,011-015,서충주기업도시,충북 충주시,"충북 충주시 중앙탑면 용전리 664 (107호, 108호)",043-853-1992
1020,011-015,성내용산,충북 충주시,충북 충주시 용산동 1650-2,043-844-2626~5
1021,011-015,연수,충북 충주시,충북 충주시 연수동 1610,043-853-3533
1022,012-001,계룡대,충남 계룡시,충남 계룡시 엄사면 엄사리 253-1,042-841-9902~3
1023,012-002,신관,충남 공주시,충남 공주시 신관동 24-25,041-881-5599
1024,012-002,옥룡,충남 공주시,충남 공주시 옥룡동 308-1,041-856-9892
1025,012-003,금산(충남),충남 금산군,충남 금산군 금산읍 상리 47-10,041-751-9966
1026,012-004,연무,충남 논산시,충남 논산시 연무읍 안심리 76-64,041-742-1992
1027,012-004,취암,충남 논산시,충남 논산시 내동 628,041-736-4966
1028,012-005,기지시,충남 당진시,충남 당진시 반촌리 861-20,041-356-1992
1029,012-005,신평,충남 당진시,충남 당진시 신평면 거산리 13-4번지 1층,041-362-4477
1030,012-005,읍내(당진),충남 당진시,충남 당진시 읍내동 850,041-357-9986~7
1031,012-005,채운,충남 당진시,충남 당진시 읍내동 1541,041-355-9995
1032,012-005,합덕,충남 당진시,충남 당진시 합덕읍 운산리 266-2,041-362-9982~3
1033,012-006,동대,충남 보령시,충남 보령시 동대동 1766,041-936-9908~9
1034,012-006,죽정,충남 보령시,충남 보령시 죽정동 668-14,041-935-1992
1035,012-007,부여,충남 부여군,충남 부여군 부여읍 관북리 133-5,041-832-1992
1036,012-008,대산,충남 서산시,충남 서산시 대산읍 산리 129-5,041-667-1992
1037,012-008,동문,충남 서산시,충남 서산시 동문동 406-2,041-668-7272
1038,012-008,서산테크노,충남 서산시,충남 서산시 오사리 1666,041-665-1992
1039,012-008,석림,충남 서산시,충남 서산시 예천동 1287-5,041-662-3302
1040,012-008,읍내(서산),충남 서산시,충남 서산시 읍내동 759-13,041-668-8882~3
1041,012-009,서천,충남 서천군,충남 서천군 군사리 718-11,041-953-6000
1042,012-010,권곡,충남 아산시,충남 아산시 권곡동 549-26,041-549-7745
1043,012-010,배미,충남 아산시,충남 아산시 배미동 239-17,041-547-1007~8
1044,012-010,배방1호,충남 아산시,충남 아산시 배방읍 공수리 1639,041-533-9912~3
1045,012-010,아산테크노,충남 아산시,충남 아산시 둔포면 석곡리 1704,041-542-1997
1046,012-010,온천,충남 아산시,충남 아산시 온천동 1310,041-534-7282
1047,012-010,용화,충남 아산시,충남 아산시 용화동 714,041-549-9008
1048,012-010,장재,충남 아산시,충남 아산시 배방읍 장재리 1531,041-531-1992
1049,012-010,탕정지중해,충남 아산시,충남 아산시 명암리 943-1,041-532-1995
1050,012-012,예산,충남 예산군,충남 예산군 예산읍 산성리 709-4,041-334-8292
1051,012-013,목천,충남 천안시,충남 천안시 동남구 목천읍 신계리 134-18,041-569-1991
1052,012-013,봉명다가,충남 천안시,충남 천안시 동남구 다가동 373-6,041-579-9288
1053,012-013,신방1호,충남 천안시,충남 천안시 동남구 신방동 785-32,041-575-3366
1054,012-013,신방통정,충남 천안시,충남 천안시 동남구 신방동 1538,041-579-8892
1055,012-013,신부1호,충남 천안시,충남 천안시 동남구 신부동 728,041-558-9006~7
1056,012-013,원성,충남 천안시,충남 천안시 동남구 원성2동 518-4,041-621-9927
1057,012-013,청수,충남 천안시,충남 천안시 동남구 청당동 513,041-621-3321
1058,012-014,두정,충남 천안시,충남 천안시 서북구 성정2동 1211,041-621-9282
1059,012-014,백석(천안),충남 천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호,041-553-5592
1060,012-014,불당,충남 천안시,충남 천안시 서북구 불당동 1630,041-566-1991
1061,012-014,성성,충남 천안시,충남 천안시 서북구 성성동 656,041-554-1991
1062,012-014,성정,충남 천안시,충남 천안시 서북구 성정동 149-4,041-578-4111~2
1063,012-014,성환1호,충남 천안시,충남 천안시 서북구 성환읍 매주리 325-5 외 1,041-588-3392
1064,012-014,직산1호,충남 천안시,충남 천안시 서북구 직산읍 삼은리 365,041-585-2580~1
1065,012-014,차암,충남 천안시,충남 천안시 서북구 차암동 514,041-569-1992
1066,012-015,청양,충남 청양군,충남 청양군 청양읍 읍내리 284-32,041-942-1992
1067,012-016,태안,충남 태안군,충남 태안군 태안읍 동문리 319-7,041-672-0246
1068,012-017,내포1호,충남 홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호,041-631-8580
1069,012-017,오관,충남 홍성군,충남 홍성군 홍성읍 대교리 577,041-632-6364~5
1070,013-001,고창,전북 고창군,전북 고창군 고창읍 교촌리 483,063-562-2000
1071,013-002,구암조촌,전북 군산시,전북 군산시 조촌동 2-21,063-445-8292
1072,013-002,군산대,전북 군산시,전북 군산시 미룡동 867-2,063-468-9842~3
1073,013-002,나운1호,전북 군산시,전북 군산시 나운동 481-10,063-468-5545
1074,013-002,미원,전북 군산시,전북 군산시 대명동 384-10,063-446-1992
1075,013-002,미장수송,전북 군산시,전북 군산시 수송동 841-5,063-462-1994
1076,013-002,소룡산북,전북 군산시,전북 군산시 소룡동 1545-5번지,063-451-1991
1077,013-002,지곡,전북 군산시,전북 군산시 지곡동 495-1,063-465-1993
1078,013-003,김제,전북 김제시,전북 김제시 신풍동 594-4번지,063-548-9999
1079,013-004,남원,전북 남원시,전북 남원시 도통동 387-12,063-631-7000
1080,013-005,무주,전북 무주군,전북 무주군 무주읍 읍내리 962,063-324-2231
1081,013-005,무주구천,전북 무주군,전북 무주군 설천면 삼공리 364-4,063-322-1997
1082,013-006,변산격포,전북 부안군,전북 부안군 변산면 격포리 260-159,063-581-1112
1083,013-006,부안,전북 부안군,전북 부안군 부안읍 봉덕리 826-1,063-584-1661
1084,013-007,순창,전북 순창군,전북 순창군 순창읍 남계리 673-1,063-653-5995
1085,013-008,봉동,전북 완주군,전북 완주군 봉동읍 둔산리 905-7,063-261-5592
1086,013-008,삼례우석대,전북 완주군,전북 완주군 삼례읍 후정리 13-8,063-291-1599
1087,013-008,혁신(전북),전북 완주군,전북 완주군 이서면 갈산리 664-10,063-214-1991
1088,013-009,동산,전북 익산시,전북 익산시 마동 344-5,063-843-3100
1089,013-009,모현,전북 익산시,전북 익산시 모현동1가 857,063-837-1991
1090,013-009,부송,전북 익산시,전북 익산시 부송동 710-5,"063-831-1811,1822"
1091,013-009,영등1호,전북 익산시,전북 익산시 영등동 765-4,063-833-1664
1092,013-009,영등2호,전북 익산시,전북 익산시 영등동 843-5,063-836-0078
1093,013-009,원광대,전북 익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호",063-857-1991
1094,013-009,함열,전북 익산시,전북 익산시 함열읍 와리 610-3,063-722-1991
1095,013-010,임실,전북 임실군,전북 임실군 임실읍 이도리 294,063-643-9200
1096,013-011,장수,전북 장수군,전북 장수군 장수읍 장수리 443-40,063-351-1999
1097,013-012,동산조촌,전북 전주시,전북 전주시 덕진구 반월동 230-6,063-212-9282
1098,013-012,만성,전북 전주시,전북 전주시 덕진구 만성동 1365-6,063-214-1993
1099,013-012,솔내,전북 전주시,전북 전주시 덕진구 송천동1가 405-1,063-244-1991
1100,013-012,송천,전북 전주시,전북 전주시 덕진구 송천동2가 179-116,063-252-5552
1101,013-012,아중,전북 전주시,전북 전주시 덕진구 인후동1가 834-4,063-242-1663~4
1102,013-012,에코시티,전북 전주시,전북 전주시 덕진구 송천동2가 1298,063-909-9111
1103,013-012,인후,전북 전주시,전북 전주시 덕진구 인후동1가 766-13,063-241-9282
1104,013-012,전북대,전북 전주시,전북 전주시 덕진구 덕진동1가 1314-201,063-254-2033
1105,013-012,하가덕진,전북 전주시,전북 전주시 덕진구 덕진동2가 670-1,063-278-1991
1106,013-012,호성,전북 전주시,전북 전주시 덕진구 호성동1가 757-26,063-245-9293~4
1107,013-013,삼천1호,전북 전주시,전북 전주시 완산구 삼천동1가 621,063-227-9979
1108,013-013,서곡효자,전북 전주시,전북 전주시 완산구 효자동3가 1609-16,063-236-1992
1109,013-013,서신,전북 전주시,전북 전주시 완산구 서신동 938-5,"063-278-0892,0876"
1110,013-013,신시가지,전북 전주시,전북 전주시 완산구 효자동2가 1327-1,063-229-9252
1111,013-013,안행,전북 전주시,전북 전주시 완산구 효자동1가 202-1,063-226-1994
1112,013-013,중앙(전주),전북 전주시,전북 전주시 완산구 고사동 470-3,063-282-9123
1113,013-013,중화산,전북 전주시,전북 전주시 완산구 중화산동2가 777-6,063-228-5060
1114,013-013,평화1호,전북 전주시,전북 전주시 완산구 평화동2가 226,063-229-3334~5
1115,013-013,효자(전주),전북 전주시,전북 전주시 완산구 효자동1가 652,063-229-2992~3
1116,013-013,효천,전북 전주시,전북 전주시 완산구 삼천동2가 759-1,063-237-0991
1117,013-014,상동,전북 정읍시,전북 정읍시 시기동 170-4,063-535-9999
1118,013-014,수성(정읍),전북 정읍시,전북 정읍시 수성동 954-13,063-533-9999
1119,013-015,진안,전북 진안군,전북 진안군 진안읍 군상리 286-1,063-432-1992
1120,014-001,강진,전남 강진군,전남 강진군 강진읍 남성리 5-4,061-434-8599
1121,014-002,고흥,전남 고흥군,전남 고흥군 고흥읍 남계리 439-3,061-833-1110
1122,014-004,광양읍1호,전남 광양시,전남 광양시 광양읍 칠성리 947-3,061-761-9985
1123,014-004,광양읍2호,전남 광양시,전남 광양시 광양읍 용강리 857-5번지,061-795-1991
1124,014-004,중마1호,전남 광양시,전남 광양시 마동 1037-4,061-791-9984
1125,014-004,중마2호,전남 광양시,전남 광양시 중동 1654-3,061-795-9962
1126,014-005,구례,전남 구례군,전남 구례군 구례읍 봉남리 11-9,061-783-9995
1127,014-006,나주,전남 나주시,전남 나주시 대호동 1040-7,061-332-1369
1128,014-006,남평,전남 나주시,전남 나주시 남평읍 동사리 359-3,061-331-3999
1129,014-006,빛가람1호,전남 나주시,전남 나주시 빛가람동 190-3,061-336-5999
1130,014-007,담양,전남 담양군,전남 담양군 담양읍 백동리 247-7,061-383-9599
1131,014-008,비파,전남 목포시,전남 목포시 상동 851,061-282-7979
1132,014-008,삼학,전남 목포시,전남 목포시 산정동 1284,061-245-1880
1133,014-008,상동석현,전남 목포시,전남 목포시 석현동 1173-2,061-277-5539
1134,014-008,옥암,전남 목포시,전남 목포시 옥암동 1248-2,061-980-9292
1135,014-008,용해,전남 목포시,전남 목포시 연산동 1930-4,061-274-9989
1136,014-008,원산,전남 목포시,전남 목포시 산정동 1713-11,061-276-5582
1137,014-008,하당,전남 목포시,전남 목포시 상동 988-3,061-284-0070
1138,014-009,남악,전남 무안군,"전남 무안군 삼향읍 남악리 1577 골든스위트 119, 120호",061-287-9959
1139,014-009,무안읍,전남 무안군,전남 무안군 무안읍 성남리 813-45,061-454-1997
1140,014-010,보성,전남 보성군,전남 보성군 보성읍 보성리 831-19,061-852-9942
1141,014-011,금당1호,전남 순천시,전남 순천시 조례동 1612번지 1-4호,"061-721-9990,9958"
1142,014-011,남부(순천),전남 순천시,전남 순천시 풍덕동 1265-5,061-743-9997
1143,014-011,순천대점,전남 순천시,전남 순천시 석현동 80-5,061-755-9985~4
1144,014-011,신대,전남 순천시,전남 순천시 해룡면 신대리 1977-8,061-723-3123
1145,014-011,연향,전남 순천시,전남 순천시 연향동 1351-1,061-724-9912
1146,014-011,용당서면,전남 순천시,전남 순천시 용당동 348-9,061-755-1992
1147,014-011,조례,전남 순천시,전남 순천시 조례1동 1687-16,061-725-9945~6
1148,014-011,팔마,전남 순천시,전남 순천시 연향동 1678-1,061-721-4994
1149,014-013,국동,전남 여수시,전남 여수시 신월동 96-1,061-642-9924~5
1150,014-013,덕충,전남 여수시,전남 여수시 덕충동 2041,061-662-9595
1151,014-013,돌산,전남 여수시,전남 여수시 돌산읍 우두리 1095-9,061-644-2127
1152,014-013,둔덕,전남 여수시,전남 여수시 둔덕동 434-7,061-653-9795
1153,014-013,문수,전남 여수시,전남 여수시 문수동 124,061-651-7168
1154,014-013,신기,전남 여수시,전남 여수시 신기동 117-7,061-682-9984~5
1155,014-013,안산,전남 여수시,전남 여수시 안산동 438-7,061-685-9984
1156,014-013,여서,전남 여수시,전남 여수시 여서동 227-2,061-654-6727~8
1157,014-013,웅천,전남 여수시,전남 여수시 웅천동 1694-1 104호,061-692-1999
1158,014-013,죽림무선,전남 여수시,전남 여수시 소라면 죽림리 1226-3,061-692-1991
1159,014-014,영광,전남 영광군,전남 영광군 영광읍 신하리 819-8,061-353-9953
1160,014-015,삼호,전남 영암군,전남 영암군 삼호읍 용앙리 481,061-462-1991
1161,014-015,영암,전남 영암군,전남 영암군 영암읍 서남리 49-12,061-473-1991
1162,014-016,완도,전남 완도군,전남 완도군 완도읍 군내리 1237-14,061-552-9595
1163,014-018,장흥,전남 장흥군,전남 장흥군 장흥읍 건산리 736-10,061-863-1997
1164,014-019,진도,전남 진도군,전남 진도군 진도읍 남동리 779-20,061-542-8882
1165,014-020,함평,전남 함평군,전남 함평군 함평읍 기각리 1000-8,061-324-6686
1166,014-021,해남,전남 해남군,전남 해남군 해남읍 구교리 304-3,061-536-9985~6
1167,014-022,화순,전남 화순군,전남 화순군 화순읍 만연리 33,061-375-9283
1168,015-001,경산,경북 경산시,경북 경산시 옥산동 758-10(1층),053-815-9058
1169,015-001,경산오거리,경북 경산시,경북 경산시 중방동 880-1,"053-813-9993,9992"
1170,015-001,계양사동,경북 경산시,경북 경산시 사동 48,053-817-9209
1171,015-001,영대,경북 경산시,경북 경산시 압량면 신대리 497,053-812-9928
1172,015-001,진량,경북 경산시,경북 경산시 진량읍 봉회리 81-3,053-856-8282
1173,015-001,하양,경북 경산시,경북 경산시 하양읍 금락리 130-18,053-854-8010
1174,015-002,동천(경주),경북 경주시,경북 경주시 동천동 987-44,054-741-9995~6
1175,015-002,성건중앙,경북 경주시,경북 경주시 성건동 625-13,054-775-6669
1176,015-002,안강,경북 경주시,경북 경주시 안강읍 산대리 2400-2,054-763-9959
1177,015-002,외동(경주),경북 경주시,경북 경주시 입실리 1344-46,054-748-1991
1178,015-002,용강(경주),경북 경주시,경북 경주시 용강동 1619,054-744-1991
1179,015-002,충효,경북 경주시,경북 경주시 충효동 3002-1,054-749-9945
1180,015-002,황성,경북 경주시,경북 경주시 황성동 893-3,054-775-9959
1181,015-003,고령,경북 고령군,경북 고령군 대가야읍 지산리 3-11,054-954-8995
1182,015-003,다산,경북 고령군,경북 고령군 다산면 상곡리 162-21,054-955-9259
1183,015-004,도량,경북 구미시,경북 구미시 도량동 262-1,054-442-0757
1184,015-004,문성,경북 구미시,경북 구미시 고아읍 문성리 1850,054-453-1009
1185,015-004,봉곡,경북 구미시,경북 구미시 봉곡동 302-4,054-458-9988
1186,015-004,산동,경북 구미시,경북 구미시 산동면 신당리 1437,054-471-0030
1187,015-004,상모,경북 구미시,경북 구미시 상모동 42-7,054-465-3738
1188,015-004,선산,경북 구미시,경북 구미시 선산읍 동부리 416,054-482-4870
1189,015-004,송정(구미),경북 구미시,경북 구미시 송정동 38-5 우방타운 206동2호,054-455-5534
1190,015-004,신평공단,경북 구미시,경북 구미시 신평동 95-4,054-463-9222
1191,015-004,옥계,경북 구미시,경북 구미시 옥계동 843-1,054-475-6060
1192,015-004,원평,경북 구미시,경북 구미시 원평동 84-5,054-454-9991
1193,015-004,원호,경북 구미시,경북 구미시 고아읍 원호리 442-2,054-441-2324
1194,015-004,인동,경북 구미시,경북 구미시 인의동 341-2,054-471-8282
1195,015-004,진평,경북 구미시,경북 구미시 진평동 29-5,054-474-7999
1196,015-004,형곡,경북 구미시,경북 구미시 형곡동 152-4,054-451-1922
1197,015-006,김천,경북 김천시,경북 김천시 신음동 1301-4,054-431-3110
1198,015-006,김천부곡,경북 김천시,경북 김천시 부곡동 426-1,054-432-1034
1199,015-006,김천혁신,경북 김천시,경북 김천시 율곡동 364,054-430-0999
1200,015-007,점촌,경북 문경시,경북 문경시 모전동 866,054-556-0044
1201,015-008,봉화,경북 봉화군,경북 봉화군 봉화읍 내성리 222-1,054-673-1991
1202,015-009,상주,경북 상주시,경북 상주시 무양동 213-3,054-532-0380
1203,015-010,성주,경북 성주군,경북 성주군 성주읍 성산리 2102-4,054-933-9259
1204,015-011,금곡(안동),경북 안동시,경북 안동시 당북동 311-8,054-841-9295(080-555-9295)
1205,015-011,송현오거리,경북 안동시,경북 안동시 송현동 260-5,054-859-3988
1206,015-011,옥동(안동),경북 안동시,경북 안동시 옥동 786-15,054-843-9982
1207,015-011,용상,경북 안동시,경북 안동시 용상동 1179-188,054-822-5888
1208,015-012,영덕,경북 영덕군,경북 영덕군 영덕읍 덕곡리 162-1,054-734-9982
1209,015-014,가흥,경북 영주시,경북 영주시 가흥동 1881,054-634-2999
1210,015-014,영주,경북 영주시,경북 영주시 휴천동 642-362,054-636-3999
1211,015-014,중앙(영주),경북 영주시,경북 영주시 하망동 422-75,054-637-9901~2
1212,015-014,풍기,경북 영주시,경북 영주시 풍기읍 성내리 2-4,054-635-5033
1213,015-015,영천1호,경북 영천시,경북 영천시 망정동 208-21,054-333-0999
1214,015-015,완산문외,경북 영천시,경북 영천시 문외동 258-6,054-335-3111
1215,015-016,경북도청,경북 예천군,경북 예천군 호명면 산합리 1408,054-857-9990
1216,015-018,북면,경북 울진군,경북 울진군 북면 부구리 159-27,054-781-9966
1217,015-018,울진,경북 울진군,경북 울진군 울진읍 읍내리 576-1,054-781- 5995
1218,015-019,의성,경북 의성군,경북 의성군 의성읍 후죽리 470-6,054-832-1677
1219,015-020,청도,경북 청도군,경북 청도군 청도읍 고수리 503,"054-372-9912,9919"
1220,015-022,석적,경북 칠곡군,경북 칠곡군 석적읍 중리 203-5,054-977-8800
1221,015-022,오태북삼,경북 칠곡군,경북 칠곡군 북삼읍 인평리 246-3,"054-973-3655,463-1365"
1222,015-022,왜관,경북 칠곡군,경북 칠곡군 왜관읍 왜관리 237-19,054-972-2850
1223,015-023,구룡포,경북 포항시,경북 포항시 남구 구룡포읍 구룡포리 742-1,054-276-9114
1224,015-023,남부(포항),경북 포항시,경북 포항시 남구 대도동 124-13,054-282-8444
1225,015-023,대해중앙,경북 포항시,경북 포항시 남구 대도동 97-4,054-283-9945
1226,015-023,도구청림,경북 포항시,경북 포항시 남구 동해면 도구리 694-3,054-272-0084
1227,015-023,송도,경북 포항시,경북 포항시 남구 해도동 25-28,054-272-5525
1228,015-023,양학대이,경북 포항시,경북 포항시 남구 이동 652-4,054-277-9937
1229,015-023,연일,경북 포항시,경북 포항시 남구 생지리 157-9,054-285-8533
1230,015-023,오천,경북 포항시,경북 포항시 남구 오천읍 원리 913-2,054-292-6660
1231,015-023,효곡,경북 포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호,054-278-8868
1232,015-024,교촌Togo화진,경북 포항시,경북 포항시 북구 송라면 지경리 337-10,054-262-1991
1233,015-024,양덕(포항),경북 포항시,경북 포항시 북구 양덕동 1574,054-256-0077
1234,015-024,용흥,경북 포항시,경북 포항시 북구 용흥동 63-9,054-242-4568
1235,015-024,우현,경북 포항시,경북 포항시 북구 우현동 산15-6,"054-251-9979,5525"
1236,015-024,장성,경북 포항시,경북 포항시 북구 장성동 1355-4,"054-256-0999, 253-4333"
1237,015-024,죽도,경북 포항시,경북 포항시 북구 대흥동 592-2,054-232-9966~7
1238,015-024,환호장량,경북 포항시,경북 포항시 북구 장성동 1378-3,"054-249-9902,9903"
1239,015-024,흥해,경북 포항시,경북 포항시 북구 흥해읍 옥성리 403-7,054-261-1366
1240,016-001,고현상동,경남 거제시,경남 거제시 고현동 406-18,055-637-0344
1241,016-001,상문,경남 거제시,경남 거제시 상동동 913-2,055-637-1990
1242,016-001,수양,경남 거제시,경남 거제시 수월동 1120-14,055-632-1992
1243,016-001,아주,경남 거제시,경남 거제시 아주동 1178-2,055-681-1164
1244,016-001,옥포(거제),경남 거제시,경남 거제시 옥포동 160-1,055-688-9277~8
1245,016-001,장승포,경남 거제시,경남 거제시 장승포동 697-2,055-682-1991
1246,016-001,장평,경남 거제시,경남 거제시 장평동 274,055-635-9982
1247,016-001,중곡,경남 거제시,경남 거제시 고현동 997,055-633-1992
1248,016-001,지세포,경남 거제시,경남 거제시 일운면 지세포리 1009-7,055-682-5623
1249,016-002,거창1호,경남 거창군,경남 거창군 거창읍 상림리 855,055-943-9980
1250,016-003,고성(경남),경남 고성군,경남 고성군 고성읍 송학리 244-88,055-674-3652~3
1251,016-004,구산,경남 김해시,경남 김해시 구산동 275-8,055-321-5566
1252,016-004,내동,경남 김해시,경남 김해시 내동 138-1,055-322-9007
1253,016-004,대청,경남 김해시,경남 김해시 대청동 61-1,055-312-8585
1254,016-004,부원봉황,경남 김해시,경남 김해시 부원동 607-3,055-331-2235~6
1255,016-004,삼계1호,경남 김해시,경남 김해시 삼계동 1479-4,055-339-7772~3
1256,016-004,삼계2호,경남 김해시,경남 김해시 삼계동 1415-5,055-311-6651
1257,016-004,삼방,경남 김해시,경남 김해시 삼방동 171-12,055-326-2294
1258,016-004,삼정,경남 김해시,경남 김해시 삼정동 590-1,055-331-5569
1259,016-004,어방,경남 김해시,경남 김해시 어방동 523-2,055-321-0101
1260,016-004,외동(김해),경남 김해시,경남 김해시 외동 1187-12,055-325-4777
1261,016-004,율하(김해),경남 김해시,경남 김해시 관동동 1106-5,055-323-2388
1262,016-004,율하2지구,경남 김해시,경남 김해시 장유동 834-8,055-339-4549
1263,016-004,장유1호,경남 김해시,경남 김해시 무계동 149-18,055-313-9266~7
1264,016-004,주촌,경남 김해시,경남 김해시 주촌면 천곡리 1381-14,055-323-9821
1265,016-004,지내안동,경남 김해시,경남 김해시 지내동 67-1,055-339-0999
1266,016-004,진영,경남 김해시,경남 김해시 진영읍 진영리 1629-2,"055-342-3900,3989"
1267,016-005,남해,경남 남해군,경남 남해군 남해읍 서변리 160-11,055-864-1999
1268,016-006,내일동,경남 밀양시,경남 밀양시 내이동 1566-6,055-355-3377
1269,016-006,삼문상남,경남 밀양시,경남 밀양시 삼문동 717-11,055-355-9920
1270,016-007,동금,경남 사천시,경남 사천시 동금동 58-4,055-832-9989
1271,016-007,벌용,경남 사천시,경남 사천시 벌리동 255-9,055-835-6664
1272,016-007,사남,경남 사천시,경남 사천시 사남면 월성리 64-3,055-852-1990
1273,016-007,사천,경남 사천시,경남 사천시 사천읍 수석리 293-23,055-852-0991
1274,016-008,산청,경남 산청군,경남 산청군 산청읍 옥산리 249,055-973-2002
1275,016-008,원지,경남 산청군,경남 산청군 신안면 하정리 783-5,055-974-0909
1276,016-009,덕계,경남 양산시,경남 양산시 덕계동 750,055-910-9995
1277,016-009,물금,경남 양산시,경남 양산시 물금읍 범어리 2682-10,055-387-9984
1278,016-009,사송1호,경남 양산시,경남 양산시 동면 내송리 893-3,055-364-8222
1279,016-009,삼성,경남 양산시,경남 양산시 북정동 885-12,055-366-9289
1280,016-009,상북,경남 양산시,경남 양산시 상북면 석계리 242-1,"055-375-9595,5824"
1281,016-009,서창1호,경남 양산시,경남 양산시 삼호동 707-2,"055-363-5757,8292"
1282,016-009,석산,경남 양산시,경남 양산시 동면 금산리 1422-14,055-384-2992
1283,016-009,중앙(양산),경남 양산시,경남 양산시 중부동 684-6,055-384-9985
1284,016-009,증산(양산),경남 양산시,경남 양산시 물금읍 가촌리 1269-3,055-375-8888
1285,016-009,통도사,경남 양산시,경남 양산시 하북면 순지리 814-5,055-381-7776
1286,016-009,평산,경남 양산시,경남 양산시 평산동 105-4,055-367-8988
1287,016-010,의령,경남 의령군,경남 의령군 의령읍 서동리 497-9,055-572-9998
1288,016-011,가호,경남 진주시,경남 진주시 호탄동 611-3,055-761-0226
1289,016-011,금산(진주),경남 진주시,경남 진주시 중천리 192-3,055-762-2241~2
1290,016-011,상대,경남 진주시,경남 진주시 상대동 238-3,055-761-0430
